0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
 , , , , , , , , , , , , , , , , , , , , , ,R,R, , , , , , , , ,R,R, , , , , , , , ,R,B, , , , , , , , ,R,R,R,R, , , , , , , ,H,B,R,R,R, , , , , ,H,R,R,R,R, , , , , , ,T,T,B,R, , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , ,R,R,R,R, , , , , , ,D,R,R,T, , , , , , ,D,R,R,R, , , , , , , , ,R,R, , , , , ,R,R,R,R,R, , , , , ,B,R,R,R,R, , , , , , , , ,R,R, , , , , , , , , , , , , 
 , , , ,R,R,R,B,R, , , , ,R,R,T,R,R,R, , , , ,R,B,R,R,R,R, , , , ,D,R,R,T, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 ,R,R,R,R,R,R,R,R, , ,R,R,R,R,R,R,R,R, , ,R,R,T,R,R,R,R,R, , ,R,R,R,R, , , , , , , , ,D, , , , , , , , , ,T,R,R,R,R, , , , , ,H,R,R,R,R, , , , , , ,R,R,B,R, , , , , , , , , , , , , , , , , , , , , , 
 , , , , ,R,R,R, , , , , , , ,R,R,R, , , , ,R,D, , ,B,R, , , , ,R,T, , ,R,R, , , , ,R,D,H,H,T, , , , , ,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R,R,R, , , , , , , ,R,R,T, , , , , , , ,R,R,R, , , , , , , ,R,B,R, , , , , , , , ,H, , , ,R,R,R, , ,R,R,R,R,H,R,R,R, , ,R,R,R,R, ,R,R,R, , ,R,T,D,R,H,H,H, , , ,B,R,R,R, , , , , , , , , , , , , , , , 
 , , , , ,R,R,R, , , , , ,H,H,D,R,R, , , ,R,R,H, , ,H, , , , ,R,R,H,H,H,H, , , , ,R,R,H, , , , , , , ,R,R,R,R, , , , , , ,T,R,R,B, , , , , , ,R,R,B,R, , , , , , ,R,R,R,R, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,R,R,R,R, , , , , , ,R,R,D,R, , , ,R,R,R,R,R,R,R, , ,R,R,R,R,R,R,R,R, , ,R,T,R,R, , ,H, , , ,R,R,B,R,H,H,H, , , ,T,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , ,R,R,R, , , , , , , ,R,T,R,R,R,R, , , , , ,H,R,R,D,R, , , , , ,H,B,R,R,R, , , , , ,H,R,R,R,R, , , , , ,R,D,R,R, , , , , , ,R,R,R,B, , , , , , , , , , , , 
 , , , , , , , , , ,R,R, , , , , , , , ,B,R, , , , , , , , , ,H,R,R,B, , , , , , ,H,R,B,R,H, , , , , ,H, , ,R,R,R, , , , ,H,B,H,R,R,R, , , , , , , ,R,R,R, , , , , , , , , , , , , , , , , , , , , , , 
R,R,R, , , , , , , ,R,R,R,T,R,R, , , , ,R,B,B,R,R,R,H,H, , ,T,R,R, , ,R,R,T,R, , , , , , ,R,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R,R,R,R,R,R, , , , ,T,R,R,T,R,R,H,H,H, ,R,R,R,T,B,R, , ,H, , , , , , , , , ,H, , , , , , , , , ,H, , , , , , , , ,R,R, , , , , , , , ,R,D, , , , , , , , ,R,R, , , , , , , , ,R,R, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,R,B, , , , , , ,D,R,R,R, , , , , , ,B,R,R,R, , , ,D,R,R,R,R,R,R, , , ,R,R,R,R,R,B,R, , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,T,R, , , , , , ,R,R,R,R, ,R,R, , , ,R,B,T,H, ,R,R, , , ,R,R,H,H,H,B,R, , , , , , , , ,R,R, , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , ,T,R, , , , , , , , ,R,R, , , , ,H,H,H,D,R,T, , , , ,H, , , ,T,R, , , , ,H, , , , , , , , ,R,R, , , , , , , , ,R,R,H,R,R, , , , , , , , ,R,R, , , , , , , , , , , , , 
 , , ,R,D,R, , , , , , , ,B,R,R, , , , , , ,R,R,R,R,B, , , , , ,R,R,R,R,T, , , , , ,R,T,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , ,R,R, , , , ,R,D,R,R,R,R, , , , ,R,R,R,R,R,R, , , , ,T,R,R,R,T,B, , , , ,R,R,R,R,R,B,R, , , , , , , ,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , ,R,R, , , , , , , , ,R,R, , , , , , , , ,R,R,R,R, ,R,R, , , ,R,R,R,R, ,R,R, , , ,R,R,R,B, ,B,R,H,H,D,R,D,R,R, ,B,R, , , , , , , , , , , , , , , , , , 
 , , , , , , , , , ,R,R,R,R, , , , , , ,R,R,R,R,R,T, , , , , , ,B,B,D,B, , , , , , ,R,R,R,R, , , , , , ,R,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , ,R,R,R, , , , , , , ,T,R,T, , , , , , , ,R,D,R, , , , , , , ,R,R,R,R, , , , , , ,R,D,R,D, , , , , , ,R,R,R,R, , , , , , ,R,R,R,R, , , , , , , , , , , , , , , , , , , , , , , 
 , , ,R,R,R,R, , , , , , ,R,D,R,R, , , , , , ,R,R,R,R, , , , , , ,R,B,T,R, , , , , , , ,H, , , , , , , ,T,R,R,R, , , , , , ,R,R,R,T, , , , , , ,R,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , ,R,R, , , , , , , , ,R,D,R,R,R, , , ,H,H,T,R,R,R,R, , , ,H, ,R,R,D,R,R, , ,R,R, , , , ,H, , , ,R,R,B,H,H,H,H, , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , ,R,R, , , , ,R,R,R, ,R,R,H,H,B,H,R,R,R, ,D,R, , , ,R,R,R,R, , ,H,D,H,T,D,R,R,R, , , , , , ,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , ,R,R,R,D,R,R,B, , , ,R,R,R,R,D,R,R, , , ,B,R,R,R,R,R,D, , , ,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , ,R,R,D,R, , , , , , ,B,T,R,R, , , , , ,D,R,R,H, , , , , , ,R,R,R,H, , , , , , ,B,R, , , , , , , , ,R,R, , , , , , , , ,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,R,R,R,T, , , , , ,R,R,R,R,R, , , , , ,T,B,D,T,R, , , , , , ,R,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,R,R, , , , , , , , ,D,T,H,H,B, , , , , ,R,R, , ,H, , , , , , ,H, ,R,R,R, , , , , ,T,D,R,R,R, , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , ,R,R,R,R, , , , , , ,R,T,R,D,D,R,D, , , ,B,R,R,R,R,R,R, , , ,R,R,R,R,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,R,R,B,R,R, , , , , ,R,R,R,B,R, , , , , ,T,R,B,R,R,H,H,R,R, ,R,R,R,H,H,H,T,R,R, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,R,R,R, , , , , , ,R,R,R,R, ,R,D,B,R, ,D,R,R,R,H,R,B,R,B, ,R,R,R,R, , , , , , , , , , , , , , , , 
R,R,R,T, , , , , , ,R,B,R,R, , , , , , ,R,R,D,R, , , , , , ,R,R,R,R, , , ,R,R, , ,H, , , , , ,R,T, , ,H, , , , , ,R,R, ,D,R, , , , , ,R,R, ,R,R,H,H,H,H,H,H,H, , , , , , , , , , , , , , , , , , , , , 
 , , , , ,T,R,R,R, , , , , , ,R,R,D,T, , , , , , ,R,D,R,R, , , , , , ,R,R,R,R, , , , , , , , ,H, , , , , , , , ,R,R,R, , , , , , , ,R,R,R, , ,R,R, , , ,R,R,R, , ,R,R,D,H,H,H,H, , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , ,B,D, , , , , ,H,T,H,R,R, , , , ,R,R, , , ,H, , , , ,B,D,R,R, ,H, , , , ,R,R,R,R,H,H, , , , ,R,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , ,R,R, , , , , , , , ,R,R,H,H,T,H,H,H, , ,D,R, , , , ,R,R,R, , ,R,R,R,B, ,D,R,R, , ,R,R,R,R, ,R,B,R, , ,R,R,R,R, , , , , , ,R,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,R,D,R,D, , , , , , ,R,R,R,R, , , , , , ,B,R,R,R,R, , , , , ,R,R,D,T,R, , , , , , , ,R,R,R, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , ,R,R, , ,R,R, , , , ,T,R,H,H,R,R, , , ,T,R,R, , , , , , ,B,R,R,R, , , , , , ,B,R,R, , , , , , , ,R,B,R, , , , , , , ,R,R,R, , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,T,R, , , , , , , , ,T,R, , , , , ,H,H,H,R,R, , , , , ,B, , ,R,D, , , ,R,R,R,R,R,R,H, , , ,R,R,R,R,R,R,H, , , , , , ,R,R,R,H, , , , , , ,R,D,R, , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,R,R,R,D, , , , , , ,R,R,R,D, , , , , , ,R,R,R,R, ,R,T, , , ,R,R,B,R,B,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , ,T,R,R,R, , , , , , ,R,R,R,R, , , , , , , ,R,R, , , , , , , , ,R,T, , , , , , , , ,R,R,T,R, , , , , , ,R,R,R,R, , , , , , ,R,R,R,R, , , , , , ,R,R,R,D, , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,R,R,R, , ,R,R,R, , ,R,R,R,H,H,R,R,R, , ,R,R,D,H,T,R,D,R, , ,R,R,R,R, , , , , , , , ,B,R, , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,R,R,D,D, , , , , , ,R,R,R,R, , , , , , ,R,B,R,B, , , , , , ,R,R,R,R, , , , , , ,R,R,R,R, , , , , , ,R,R,D,R, , , , , , , , , , , , , 
 , , , , ,R,R, , , , , , , ,H,R,R, , , , , , , ,H,R,R, , , , , , , ,H,R,T, , , , , , , ,T,R,R, , , , , , , ,H, ,H, , , , , , , ,H, ,H, , , , , , ,R,R, ,H, , , , , , ,B,R,H,H, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,R,R,R, ,R,R,R,R, , ,R,R,R, ,R,R,D,B, ,R,R,D,R, , , ,H, , ,R,R,R,H,B,H,H,H, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , ,R,D, , , , , ,T,D,R,D,R, , , , , ,H, ,R,R,R, , , , , ,H, ,R,R,R, , , ,R,R,R,R,R,R,R, , , ,R,R,R,R, , , , , , ,R,R,R,T, , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,R,B,R,B, , , , , , ,R,D,D,R, , , ,R,R, , , ,H, , , , ,R,R, , , ,H, , , , ,R,R,H,D,H,H, , , , ,R,R, ,R,R,R,R, , , , , , ,R,R,R,R, , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , ,R,D,R,R, , , , , , ,R,R,R,R, , , , , , , ,R,T,R, , , , , , , ,D,R,R, , , , , , ,R,R,R,R, , , , , , ,R,R,R,T, , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , ,R,R, , , , , , , , ,R,R, ,R,R,R,R, , , ,B,R,H,R,B,T,R, , , ,R,R, , ,R,R,T, , , , , , , ,R,R,R, , , , , , , ,R,R,D, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,T,R, , , , , , ,H,H,B,T, , , , , , ,H, , , , , , , ,R,R,R,R, , , , , , ,R,R,R,B, , , , , , ,R,R,T, , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , ,T,R, , , , , , , , ,R,R, , , , , , , , ,R,R, , , , , ,R,B, , ,H, , , , , ,D,R,H,H,H, , , , , , , ,R,R,H, , , , , , , ,R,D,H, , , , , , , ,T,R, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,R,D,D,T, , , , , , ,T,R,R,R, , , , , , ,R,R,H, , , , , ,R,R,R,R, , , , , , ,R,R,T,R, , , , , , ,R,R,R,R, , , , , , , , , , , , , , , , 
 , , , , , , , , , , , ,R,R,R,R,R,R, , , , ,R,R,B,R,R,R, , , ,R,R,R,D,R, , , , , ,T,D,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , ,R,T, , , , , , , , ,R,R, ,R,R, , , , , ,R,R,H,R,R, , , , , ,R,R,H,R,B, , , , , , ,B, ,R,D, , , , , ,R,R,R, , , , , , , ,R,T,R, , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , ,R,R,R,R, , , , , , ,R,R,R,R,H, , , , , ,R,R,D,T,H, , , , , , , ,R,B,R,R, , , , , , ,R,D,R,R, , , , , , ,H,R,D,R, , , , , , , ,R,R,R, , , , , , , , , , , 
 , , , , , , , , , , ,T,R,R,R, , , , , , ,R,R,R,R, , , , , , ,T,R,R,R,H, , , , , ,R,D,R,R,R,B, , , , , , , ,R,D,R, , , , , , , ,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,R,D,D,R, , , , , ,R,R,R,R,R, , , , , ,T,R,R,R,R, , , , , ,D,R,R,R, , , , , , ,R,D,R,R, , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,R,R,R,T, , , , , ,R,B,R,R,R,R,T,R, , ,R,R,R,R,R,R,R,D, , ,R,R, , , , , , , , , , , , , , , , , , 
 ,R,R,R,R, , , , , , ,R,R,R,R,D, , , , , ,R,R,R,T,D, , , , , , , ,D,R,R, , , , ,R,R,R, ,R,R, , , , ,R,R,R,H,H,H, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,R,R,D,R,R,T,T, ,R,R,R,R,R,R,R,R,R, ,R,R,R,R,B,T,R,R,R, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,D,R,D,T, , , , , ,R,R,B,R,R, , , , ,H,R,R, , , , , , ,R,R,R,B, , , , , , ,R,R, , , , , , , , ,R,R, , , , , , , , , , , , , , , , 
R,R,R,R, , , , , , ,R,R,T,R, , , , , , ,R,R,R,R,H,D,B,H,H, ,D,B,R,R, , , , ,H, , , ,H, , , , , ,H, , , ,H, , , , ,R,R, , , ,H, , , , ,R,R, ,R,R,H, , , , ,R,R, ,R,R,H, , , , ,R,R, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,T,R,B,R, , , , , , ,R,R,R,R,D,H,R,B, , ,R,R,R,R,R,R,R,R, , , , ,B,H,R,R,R,R, , , , , , , , ,R,R, , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , ,R,R,R,R, , , , , , ,R,R,R,B, , , , , , ,R,B,B,R, , , , , , ,R,R,R,R, , , , , , ,R,R,B, , , , , , , ,R,R,H,R,T, , , , , ,R,R,H,R,R, , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , ,R,B, , , , ,H,H,H,H,R,D, , , , ,H, , , ,R,R, , ,D,R,R,R, , , ,H, , ,R,D,R,R,H,B,H,H, , ,R,R,R,R, , , , , , ,R,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , ,R,R,R, , , , , , ,H,R,R,R, , , , , , ,H,B,R,D, , , , , , ,H, ,H, , , , , , , ,H, ,T, , , ,R,R, ,R,B,R,B, , , ,R,R, ,R,R,R,H, , , ,R,R,H,R,R,R,H, , , ,R,R, , , , , , , , , , , , , , , , , 
D,R, , , , , , , , ,R,R, , , , , , , , ,R,R,H,H,H, , , , , ,R,T, ,R,D, , , , , , , , ,R,R,H,R,B, , , , , ,R,R, ,R,R, , , , , , , , ,R,R, , , , , , , , ,B,R, , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,R,R,R, , , , , , , ,R,R,R,H, , , , , , , , ,T,T,R, , , , , ,B,R,R,B,D, , , , , ,R,R,R,R,R, , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , ,R,R,T,B, , , , , , ,R,R,R,R, , , , , , ,R,R, , , , , , , , ,R,R, , , , , , , , ,R,R,B,B, , , , , , ,R,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , ,R,R,D,R, , , , , ,R,R,R,B,R, , , , , ,D,R,R,R,R, , , , , ,R,R,R,R,R, , , , , ,B,R,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,R,R, , , ,B,R,R, , ,R,T,R, , ,B,T,R,H,H,R,R,R, , ,R,R,R,H,H,H,H, , , ,R,T,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , ,B,R,R, , , , , , , ,R,R,R,H,H, , , , , ,R,R,R, ,H, , , , , ,R,R,D,R,R, , , , , ,R,R,R,B,R, , , , , , , , ,T,B, , , , , , , , ,R,R, , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , ,B,R,R,R,R, , , , , ,R,R,R,R,R, , , , , ,R,B,R,R,R,H,H,H, , ,R,R,R,R,R, , ,H, , , , , , , ,R,R,R,R, , , , , , ,R,R,T,R, , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,T,R,R,R, , , , , , ,R,R,D,B, , , , , , ,T, , , , , ,R,R,R,B,H, , , , , ,R,R,R,R,R,R, , , , , , ,H,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,B,R,R,R, , , , , , ,R,R,R,R, , , , , , ,T,T,R,D, , , , , , ,D,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,R,R,T,B, , , , , , ,R,D,R,R, , , , , ,H,R,R,R,R, , , , ,R,R,R,R,R,R, ,R,R, ,R,R,R, , , , ,R,R,H,R,R,R, , , , , , , ,R,R,B, , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,R,R, , , ,R,R, , , ,R,R, , , ,R,R, , , ,R,T,R,D,R,B,T, , , ,R,B,R,R,R, , , , , , ,R,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , 
 , ,B,R,B,R, , , , , , ,D,R,R,R, , , , , , ,D,R, , , , , , , , ,R,R, , , , , , , , , ,H, , , , , , , , , ,H, , , , , , , , ,R,R, , , , , , , , ,R,B, , , , , , , , ,R,R, , , , , , , , , , , , , , , , 
 ,R,R,R,R, , , , , , ,R,R,R,B, , , , , , ,B,R,R,R, , , , , , ,R,T,R,R, , , , , , ,T,R,R,T, , , , , , ,R,R,R,R, , , , , , ,R,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , ,R,R,T, , ,R,R,R, , ,B,R,R, , ,R,R,R,R,R,R,R,R, , , , , ,R,R,B,R, , , , , , ,R,R,R,D, , , , , , ,R,R,T,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,R,R, , ,R,T,H,H,B,H,D,R, ,R,R,R,R, , , , , , ,B,R,R,R, , , , , , ,B,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,R,R,R,R, , , , , ,R,R,D,D,R, , , , , ,B,R,R,R,R,T, , , , ,R,R,R,R,R,R, , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , ,T,R,R,R, , , , , , ,D,R,R,R,R,R,B, , , ,R,R,R,R,R,R,D, , , , ,R,R,R,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , ,B,T,R, , , , , , , ,T,R,T,R, , , , , , ,R,R,R,R, , , , , , ,R,R,R,R, , , , , , , ,H, , , , , , , , , ,H, , , , , , , , ,R,R, , , , , , , , ,R,R, , , , , , , , ,R,R, , , , , , , , , , , , , , , 
 , , , , , , , , , ,R,T,R,R,R, , , , , ,R,R,R,R,R, , , , , , , ,T,R,R, , , , , , , , ,T,T, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,R,D, , , , , , , ,H,B,R, , , ,R,R,R, ,H, ,H, , , ,R,R,R,R,T,R,H, , , ,T,R,R,R,R,R,H, , , ,B,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,R,R, , , , , , ,R,R,R,R, , , , , , ,B,R,D,T, , , , , , , ,H,R,R, , , , , , , , ,D,D, , , , , , , , , , , 
 ,R,R, , , , , , , , ,R,R,H,H,H,H, , , , ,T,R, , , ,H, , , , ,R,R,R,B, ,H, , , , ,R,R,R,R, ,H, , , , ,R,B,R,B, ,H, , , , ,R,R,R,R, ,H, , , , , , , ,R,R,R,R, , , , , , ,R,R,R,B, , , , , , , , , , , , 
 , , , , , , , , , , , , ,R,T,R,R, , , , , , ,R,R,R,R, , , , , , ,R,R,T,R, , , ,T,R,T, , , ,B, , , ,R,R,R,H,H,H,H, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , ,T,R,R,R, , , , , , ,R,R,B,R,R,T, , , , , , , ,H,R,B, , , , , , , ,H,R,R, , , , , , , ,H, , , , , , , , ,R,B, , , , , , , , ,R,R, , , , , , , , ,R,R, , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,R,R,R,R, ,R,R,R, ,R,R,R,R,R, ,R,R,R, ,R,T,R,R,R,H,R,T,R, ,B,R,B,R,R, ,R,R,R, ,R,R,D,R, , , , , , , , , , , , , , , , , , , , , , , , , , 
 ,R,R,R,R, , , , , , ,R,T,R,R, , , , , , ,B,R,R,R, , , , , , ,R,R,R,R,R,R,R,R, , ,D,R,R,R,R,R,R,R, , , , , , ,T,R,T,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , ,R,R,R, , , , , , , ,B,R,R, , , , , , , ,B,R,R,H,H, , , , , ,R,R,T,R,R,R, , , , , , ,R,R,D,R, , , , , , ,R,R,R,R, , , , , , , ,R,R,R, , , , , , , , , , , , , 
 ,R,R,R,B, , , , , , ,R,R,R,T, , , , , , ,R,R,R,R,T,R, , , , ,R,R,R,B,R,R, , , , , , , , ,R,R, , , , , , ,R,R,R,H, , , , , , ,R,R,D,H, , , , , , ,R,R,R, , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,R,R,R,T, , , ,R,R, ,R,R,R,R, , , ,R,R,H,B,R,R,T, , , ,R,R, , , , , , , , , ,H, , , , , , ,R,R, ,H, , , , , , ,R,D,H,H, , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , ,R,R, , , , , , ,B,H,R,R, , , , , , ,H, ,R,D, , , , , , ,H, ,R,B, , , , , ,R,R, ,R,R, , , , , ,R,R, ,R,T, , , , , ,R,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 ,R,T,R, , , , , , , ,R,R,R, , , , , , , , ,R,R, , , , , , , , ,T,R, , , , , , , , ,R,R,R,R,R, , , , , ,R,T,R,R,T, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , , , , , ,R,R, , , , , , , , ,D,R,R,R,R, , , , , ,R,R,R,D,R, , , , , ,R,T,R, , , , , , , ,T,R,T, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , ,R,R,R,R, ,R,R, , , ,R,T,R,R, ,R,B,R,R,R,T,R,R,R, ,R,R,R,T,R,B, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
 , , , ,R,R, , , , , , , , ,T,R, , , , , , , , ,R,R,H, , , , , , , ,R,R,T, , , , , , , , ,H,H, , , , , , , , ,B,R, , , , , , ,R,R,R,R, , , , , , ,R,R,R,T, , , , , , ,R,R,B,R, , , , , , , , , , , , , 
 , , , , , , , , , , , ,R,R,R,R, , , , , , ,R,R,B,R,B,H, , , , , , , , , ,H, , , , , , , , , ,H, , , , , , , , , ,B, , , , , , ,R,R,R,B, , , , , , ,R,R,R,R,R, , , , , ,R,R,R,R,D, , , , , , , , , , , 
 ,R,T, , , , , , , , ,D,R,H,H, , , , , , ,R,R, ,T, , , , , , ,R,R, ,H, , , , , , , ,H, ,H, , , , , , , ,R,R,B,R, , , , , , ,R,R,R,R, , , , , , ,R,D,R,R, , , , , , , , , , , , , , , , , , , , , , , , 
 ,R,R,R,D,R, , , , , ,R,D,R,R,R,R,D, , , , ,R,R,R,R,R,R, , , , , , , ,R,B,R, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
